idx,fuel_tank_pressure,ox_tank_pressure,chamber_pressure,ox_servo,fuel_servo
6.58,37.75696,48.091680000000004,0.29600000000000004,0.0,0.9750514991989013
6.6,37.75696,48.091680000000004,0.2368,0.0,1.0940718699931336
6.62,37.75696,48.091680000000004,0.2368,0.0,1.0940718699931336
6.64,37.75696,48.03296,0.2368,0.0,1.0940718699931336
6.66,37.75696,48.03296,0.29600000000000004,0.0,1.0940718699931336
6.68,37.75696,48.03296,0.29600000000000004,0.0,1.2130922407873654
6.7,37.75696,47.97424,0.29600000000000004,0.0,0.9750514991989013
6.72,37.75696,48.03296,0.29600000000000004,0.0,1.0940718699931336
6.74,37.75696,47.97424,0.29600000000000004,0.0,1.0940718699931336
6.76,37.75696,48.03296,0.2368,0.0,1.0940718699931336
6.78,37.75696,47.97424,0.2368,0.0,1.0940718699931336
6.8,37.75696,48.03296,0.29600000000000004,0.0,1.2130922407873654
6.82,37.75696,48.03296,0.2368,0.0,1.2130922407873654
6.84,37.75696,48.03296,0.29600000000000004,0.0,0.9750514991989013
6.86,37.75696,48.03296,0.2368,0.0,1.0345616845960175
6.88,37.75696,47.97424,0.2368,0.0,1.0940718699931336
6.9,37.75696,47.97424,0.2368,0.0,1.0940718699931336
6.92,37.75696,48.03296,0.2368,0.0,0.9750514991989013
6.94,37.75696,47.97424,0.2368,0.0,0.9750514991989013
6.96,37.75696,47.97424,0.1776,0.0,0.9750514991989013
6.98,37.75696,47.97424,0.29600000000000004,0.0,1.0940718699931336
7.0,37.75696,47.97424,0.29600000000000004,0.0,1.2130922407873654
7.02,37.75696,47.97424,0.29600000000000004,0.0,1.0940718699931336
7.04,37.75696,47.97424,0.2368,0.0,1.2130922407873654
7.06,37.75696,47.97424,0.2368,0.0,1.0940718699931336
7.08,37.75696,47.97424,0.2368,0.0,1.0940718699931336
7.1,37.75696,48.03296,0.2368,0.0,1.0940718699931336
7.12,37.75696,47.91552,0.29600000000000004,0.0,1.0940718699931336
7.14,37.75696,47.97424,0.2368,0.0,1.0940718699931336
7.16,37.75696,47.97424,0.2368,0.0,1.2130922407873654
7.18,37.75696,47.97424,0.2368,0.0,1.0940718699931336
7.2,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.22,37.75696,47.91552,0.29600000000000004,0.0,1.0940718699931336
7.24,37.75696,47.97424,0.2368,0.0,1.0940718699931336
7.26,37.75696,47.8568,0.2368,0.0,0.9750514991989013
7.28,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.3,37.75696,47.91552,0.2368,0.0,0.9750514991989013
7.32,37.75696,47.91552,0.2368,0.0,1.2130922407873654
7.34,37.75696,47.91552,0.1776,0.0,0.9750514991989013
7.36,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.38,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.4,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.42,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.44,37.75696,47.91552,0.1776,0.0,1.0940718699931336
7.46,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.48,37.75696,47.97424,0.2368,0.0,1.2130922407873654
7.5,37.75696,47.91552,0.29600000000000004,0.0,1.2130922407873654
7.52,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.54,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.56,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.58,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.6,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.62,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.64,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.66,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.68,37.75696,47.91552,0.2368,0.0,1.0940718699931336
7.7,37.75696,47.8568,0.2368,0.0,0.9750514991989013
7.72,37.75696,47.8568,0.2368,0.0,0.9750514991989013
7.74,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.76,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.78,37.75696,47.8568,0.2368,0.0,1.2130922407873654
7.8,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.82,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.84,37.75696,47.8568,0.29600000000000004,0.0,0.9750514991989013
7.86,37.75696,47.8568,0.2368,0.0,1.3321126115815975
7.88,37.75696,47.8568,0.29600000000000004,0.0,1.3321126115815975
7.9,37.75696,47.79808,0.29600000000000004,0.0,1.0345616845960175
7.92,37.75696,47.91552,0.1776,0.0,0.9750514991989013
7.94,37.75696,47.8568,0.2368,0.0,0.9750514991989013
7.96,37.75696,47.8568,0.2368,0.0,1.0940718699931336
7.98,37.75696,47.79808,0.2368,0.0,1.2130922407873654
8.0,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.02,37.75696,47.8568,0.29600000000000004,0.0,1.0940718699931336
8.04,37.75696,47.73936,0.2368,0.0,1.0940718699931336
8.06,37.75696,47.73936,0.2368,0.0,1.0940718699931336
8.08,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.1,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.12,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.14,37.75696,47.73936,0.29600000000000004,0.0,1.0940718699931336
8.16,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.18,37.75696,47.79808,0.2368,0.0,1.0940718699931336
8.2,37.75696,47.73936,0.2368,0.0,1.0940718699931336
8.22,37.75696,47.79808,0.29600000000000004,0.0,1.2130922407873654
8.24,37.75696,47.73936,0.2368,0.0,1.0940718699931336
8.26,37.75696,47.79808,0.1776,0.0,1.2130922407873654
